endTime,artistName,trackName,msPlayed
5/3/20 22:42,The Beach Boys,California Girls - Remix/Remastered,160360
5/3/20 22:46,Billy Joel,Movin' Out (Anthony's Song),210760
5/4/20 0:18,John Denver,"Take Me Home, Country Roads",142781
5/4/20 0:21,Stevie Wonder,Sir Duke,232760
5/4/20 0:26,Elton John,Don't Go Breaking My Heart,271133
5/4/20 0:29,Bob Seger,Old Time Rock & Roll,194146
5/4/20 0:32,Jimmy Buffett,Come Monday,191733
5/4/20 0:36,O.A.R.,Love and Memories,207493
5/4/20 0:37,The Beach Boys,Surfer Girl - Remastered,41006
5/4/20 0:41,Jackson Browne,Somebody's Baby,262733
5/4/20 0:43,Steve Miller Band,The Joker,142535
5/4/20 0:46,Andy Grammer,I Choose You,11326
5/4/20 0:46,Neil Diamond,Cracklin' Rosie - Single Version,1671
5/4/20 0:46,The Monkees,I'm a Believer - 2006 Remaster,167373
5/4/20 0:49,Thomas Rhett,Look What God Gave Her,168960
5/4/20 0:52,Van Morrison,Domino - 1999 Remaster,189426
5/4/20 0:55,The Beatles,I Saw Her Standing There - Remastered 2009,173946
5/4/20 0:57,Joni Mitchell,Big Yellow Taxi,134800
5/4/20 0:58,The Head And The Heart,Honeybee,30634
5/4/20 1:00,The Zombies,This Will Be Our Year,127733
5/4/20 1:03,The Archies,"Sugar, Sugar",163715
5/4/20 1:06,"Crosby, Stills & Nash",Love the One You're With,184653
5/4/20 1:09,James Taylor,Fire and Rain - 2019 Remaster,203613
5/4/20 1:12,The Monkees,Daydream Believer,179613
5/4/20 1:15,Carole King,I Feel the Earth Move,165317
5/4/20 1:19,Jack Johnson,Better Together,207680
5/4/20 1:22,The Turtles,Happy Together,176293
5/4/20 1:26,Jimmy Buffett,Brown Eyed Girl,235133
5/4/20 1:29,The Beatles,I Want To Hold Your Hand - Remastered 2015,145746
5/4/20 1:32,Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,179120
5/4/20 1:36,Eagles,Peaceful Easy Feeling - 2013 Remaster,257962
5/4/20 1:40,Zac Brown Band,Chicken Fried,238146
5/4/20 1:50,The Beach Boys,Surfin' U.S.A. - Remastered,149373
5/4/20 1:55,George Harrison,What Is Life - Remastered 2014,264413
5/4/20 1:58,Cheap Trick,I Want You to Want Me,191226
5/4/20 2:01,John Denver,"Take Me Home, Country Roads",197813
5/4/20 2:05,Pure Prairie League,Amie - Remastered 1988,259426
5/4/20 2:10,Bill Withers,Lean on Me,258834
5/4/20 2:13,The Jackson 5,I Want You Back,176333
5/4/20 2:13,The Beach Boys,"Fun, Fun, Fun (Mono)",22309
5/4/20 2:14,Tom Petty,Free Fallin',54578
